fa,fb,fc,y
0.644263107554343906,0.890809748861231543,0.099999658918206794,0.673915515959248590
0.614343769629027703,0.737355943148124249,0.078218266808227327,0.531208296480213060
0.583476770342371887,0.665682773960949214,0.099532184254961298,0.487942619278247114
0.696657027923625050,0.621804990054258933,0.095351593204293095,0.528536409523572281
0.684632638491252332,0.673923551752914740,0.097803273326835152,0.559193332704829182
0.618486129769172055,0.971710576444016594,0.093173612579191600,0.694163126259822683
0.712397955428297758,0.676888398664895585,0.090605137161957533,0.572819048423963695
0.703791682529175566,0.814642075530570220,0.091734205842741681,0.665072522839461500
0.708346480525533395,0.627370560296271695,0.098782025854329311,0.543177754225525278
0.772744263437589174,0.791828093986839066,0.094324565152866746,0.706205182409916699
0.603198491284343219,0.684598315062497353,0.098585831926165671,0.511534502707667538
0.728525735255684204,0.824418928161155695,0.099988450993952926,0.700598856791261992
0.756907155933245868,0.894240364058042192,0.099957990330778804,0.776814921010661852
0.601167453628656867,0.769467711588462833,0.086095433309960154,0.548674378135066032
0.723668528928474442,0.787922964021499750,0.082491687967183092,0.652686740249585062
0.705177085003147130,0.672733314599391896,0.099877243778975236,0.574273361552679495
0.744038177805297019,0.881762105188117262,0.099716239970348924,0.755780909972278314
0.719614045401073321,0.836794833113529868,0.092012726683177296,0.694182041710720510
0.668992648653663480,0.604417969292436741,0.091956655712154001,0.496307833882969895
0.748055471327136567,0.972033815882411112,0.080783041894634297,0.807918256180466310
0.797161579566371237,0.893073805233307483,0.098400087002952996,0.810324212252086173
0.688081576234352843,0.730162628770356759,0.090519883008954638,0.592931335520680447
0.656639991444020299,0.846317043379547274,0.099999992926647782,0.655725609050322178
0.715845448297126818,0.720567507417394615,0.096946648272281666,0.612761618647829742
0.660003136370654775,0.623383033383122287,0.094025729578418205,0.505460486771531547
0.684805156279695404,0.661199527727549863,0.095458515709697364,0.548251361627222877
0.729397326367455134,0.969742028769578379,0.076828167002345182,0.784155410053027357
0.791921523347490552,0.730318562785182701,0.094209718131627040,0.672564706901418896
0.714519870862003637,0.837588057880609305,0.096730017725470810,0.695203328677880150
0.764507724410629530,0.732650387105923895,0.097872881360650477,0.657989761595566991
0.627189590739668179,0.915770474314658189,0.098428496696086762,0.672790205692969101
0.683721454496992842,0.855523331020642819,0.093364363070334466,0.678304019311880779
0.748543033353212595,0.776971836158610207,0.087480575249054018,0.669077430317235433
0.654939016125187679,0.740145079615873613,0.092481792449434386,0.577231682682953329
0.623577077027677618,0.613752451940473565,0.075372990719596453,0.458094950719207084
0.626136274123209935,0.637761562850849950,0.086474572750407555,0.485800221492834139
0.549535791629579773,0.854721704232547785,0.092492538217902570,0.562192706576319368
0.626414112255788136,0.881192957301345836,0.095919986219685838,0.647911690293661024
0.760982942962833975,0.881216080690205517,0.090421647818644146,0.761012054288450868
0.554773410857690163,0.832561895721611989,0.098503301027851986,0.560386503667475222
0.674870920312511946,0.864014000485175626,0.087875860451559942,0.670973784121885686
0.784277623659264567,0.874137065953833448,0.092904056406084262,0.778470197244838347
0.632767878598969324,0.663341516585282509,0.096829121374093233,0.516570325610385517
0.710528554101851340,0.659796259683696262,0.086984216585320670,0.555788298980187112
0.772511307092099586,0.998813631980944749,0.088395733258641668,0.859990557641648667
0.638495017286057842,0.925944243480206541,0.080494443101059382,0.671705228847879643
0.640631679630008555,0.658633775798372012,0.099262497807840730,0.521204159858606353
0.717351291563041893,0.664665364965241312,0.094648036469012653,0.571446594484049109
0.670631479215135218,0.957709838937172986,0.097117580815108198,0.739387946760433401
0.704441200171753379,0.886545106281049100,0.099952524706973744,0.724471423381990665
0.656969536894861039,0.950460443826343315,0.087565168796613982,0.711988726414090833
0.744266979463299672,0.805618089592397779,0.093546558867275587,0.693141501009203465
0.797948560461808398,0.783755212658285072,0.083877547341221548,0.709273891036338644
0.667243284513214130,0.970685824459601942,0.081136548171072173,0.728820145913914197
0.756304751276980491,0.873669319098209329,0.097780800528845524,0.758541057607745484
0.667091644099264913,0.882576478131528175,0.099521608981736787,0.688281002821836796
0.790978778808577587,0.892192815079263735,0.097893810529695965,0.803599393862878930
0.770634634819394537,0.719931532609805691,0.097444460341758674,0.652248634069483302
0.756081432546646837,0.894561536109017452,0.075842322960718231,0.752203690683152848
0.796459747052661982,0.656920516071962890,0.092346059654031254,0.615556807718411036
0.628145713538779571,0.812885531547366424,0.095965240405304075,0.606575802644474527
0.680103735901942064,0.694696639879532563,0.086534795098159950,0.559000575198756122
0.542455802218126282,0.816169155119709222,0.095389933668071705,0.538125627454223987
0.657546928989863000,0.990974310615264420,0.099439450238045943,0.751051564890959589
0.556089340977380164,0.869253574480917002,0.090292957365117679,0.573675604740442879
0.689373375247746001,0.685519207209827952,0.088644493524088555,0.561223183195486586
0.704339472272412448,0.974961788630704929,0.076897244277343471,0.763601315967261551
0.749545586785939855,0.874742738749626825,0.099075954153877113,0.754735513556706317
0.612013316739762003,0.689568381081378856,0.097798618698687473,0.519823650723170272
0.591451541102083755,0.858965980062941004,0.099156907699129063,0.607193660361617260
0.790608211359735913,0.671134373908628623,0.098732996037451434,0.629337342975388569
0.771524862818029233,0.881334070067366859,0.090839708220653473,0.770810855726234090
0.795903641670318240,0.943804335649852666,0.089646829612363477,0.840824137380316583
0.709938622140971254,0.837650860430174671,0.095253992298843126,0.689934689987840355
0.690434672375455194,0.659602607914805406,0.090755049243677929,0.546167559737332442
0.766269673954527386,0.601098760148264355,0.083277505956231027,0.543881256909512278
0.684684349652636470,0.782999686192666244,0.090832100140110880,0.626939731059154903
0.688589611480708741,0.696341860389317113,0.079201065536757972,0.558694836639991754
0.709303106891173929,0.916979811962866598,0.099189518076155433,0.749606147657901234
0.714871856104600911,0.928403323945475534,0.082091776045590384,0.745781183448173568
0.673302823168447917,0.601085471543668204,0.099415171452776785,0.504127716408666382
0.571804885615395997,0.948423096534172005,0.098476843144951087,0.640789803373672973
0.605116263079339189,0.754850392839488293,0.084623112237759146,0.541395361136761455
0.766013483552706265,0.740226268612370508,0.099156086464220000,0.666179389101203223
0.701039176359688043,0.891522311591967820,0.081464753533729103,0.706456820558447385
0.777667346633176271,0.932350990431046522,0.099953035950057098,0.825011956809382996
0.709295288173035221,0.734305915177680402,0.083936226284424653,0.604775951997541861
0.604905142796981155,0.953756081330688787,0.093327007282782093,0.670258965853611555
0.578445919668594710,0.913448407471436297,0.099347213479605234,0.627727717609233515
0.790167201449341272,0.715513615811344539,0.099804853231054175,0.665180244635603435
0.698969008817661774,0.928759222505560533,0.098129094005422482,0.747303007190396440
0.731922978943241653,0.917432161143975189,0.098613779020139958,0.770103459382974309
0.535852459936334569,0.718329697741898587,0.099772505049392182,0.484691240629712194
0.767217470904938192,0.690813783173921836,0.096609143650120105,0.626613547243088820
0.641223775004391428,0.603342518597580812,0.077649774434727856,0.464527341830525797
0.784346565447493815,0.836931011900620248,0.096727606700518221,0.753171571401265227
0.733894508881186458,0.792053290684956113,0.099777573793552191,0.681061134568515691
0.589760464915013882,0.848718904854345757,0.099358159532759172,0.599899015441819561
0.710355348242207474,0.777867910860901457,0.099403072688525398,0.651965703394559393
0.634823251902514429,0.997046148279628786,0.088043142035072922,0.720991220182823467
0.789167829769848672,0.944852728356938232,0.092838157002426022,0.838485534091991336
0.719521925433416532,0.913670987697143056,0.099059356036032553,0.756465664316532393
0.751150789075424874,0.812643966142790664,0.099325032671264871,0.709743189076804892
0.667959000275940462,0.929643024696652054,0.095987299695762529,0.716950725085639728
0.749468658745614302,0.637137626426812265,0.094813849714022819,0.572328532028490100
0.770456437075266121,0.747932934958310036,0.098210346148740635,0.674460090387966948
0.564698308731313103,0.809834928369465357,0.099910640465433964,0.557223054867215128
0.737109674652184355,0.833611793460498740,0.081206092554835019,0.695669410418726986
0.608799162293935825,0.994944762229148072,0.094155225530794417,0.699876763304638994
0.797324853061477490,0.986196873269144847,0.094246315765560251,0.880565592834569699
0.659196342437053717,0.642352844129822742,0.096840262117321760,0.520276907521739718
0.657568531586443017,0.778436171880342198,0.096397537922718518,0.608272668399847061
0.668333655854891351,0.630466771259413195,0.099991346752515822,0.521353508883348971
0.737266154050520317,0.860719304991538814,0.084463868810767617,0.719043080518916300
0.550299658267744740,0.853949230188359665,0.094846623819857701,0.564774593370515721
0.746792963953556432,0.722141643287584123,0.096940376871725797,0.636230675056752792
0.586252966802799591,0.940354935486855004,0.083461846130846284,0.634747716907670290
0.765303817000929643,0.815217131458066957,0.097322445984012684,0.721211228373419999
0.731833806445485680,0.728419784991280683,0.099863396150918118,0.632945620091289296
0.738713776168600011,0.765878076710306166,0.094142199208490790,0.659906885339905713
0.636111495188049658,0.781963929117196366,0.099648620670452576,0.597064864804314532
0.663019081582684855,0.943121301949151891,0.099367105875697415,0.724674525315090134
0.717285417444832207,0.801628777228859390,0.098011352510846486,0.673007984621239341
0.745342018427471609,0.997372404758205211,0.099684799697503199,0.843068360983845078
0.725693936446243026,0.829302757103797195,0.099319296616366959,0.701139278924744036
0.751332222463061861,0.653058599307964394,0.096807159005427482,0.587471127822094541
0.701497563492518794,0.790081475317714776,0.084831206219500938,0.639071436115452363
0.692682780896724637,0.906431587864957589,0.098959592719710179,0.726829145694642853
0.612512506063033757,0.952674484113620434,0.083037819476125665,0.666562855202867177
0.756980034449666994,0.956103136668015274,0.097962476778451088,0.821713462110839954
0.646870203512004083,0.972291827492452354,0.076619919732918193,0.705566532056019158
0.743293279191589717,0.893529983040364129,0.094382663943765266,0.758537495093843050
0.688626802982590713,0.820460346527557172,0.080374069825347630,0.645365055228607765
0.630321683983698478,0.776683489528075643,0.095995163285909957,0.585555608327581911
0.666799538873596664,0.641463409285483399,0.090897547506923318,0.518625053022768845
0.600467925892665289,0.646151504427503021,0.087797310074897439,0.475790563750905560
0.705968047062426884,0.747171668689918134,0.075402782892916673,0.602882106658312655
0.661949894231058211,0.766724821233108811,0.086221337970230350,0.593754752289813781
0.799532593294038474,0.795385697368626299,0.085210063253796597,0.721146852539921834
0.645982829222931376,0.751260831077501523,0.099916428233498222,0.585218025377313378
0.787965230141081996,0.846171759395604961,0.099969494811240955,0.766723419942283102
0.686335660043071338,0.747362638710345695,0.099812630586531503,0.612754260517328175
0.646266004609594602,0.849552303337267944,0.087008349476643404,0.636045122261297946
0.781176044612896470,0.887951003384244597,0.078462071917655238,0.772108124551412089
0.795440556669939181,0.888980299167374421,0.080095393133351983,0.787226377171657443
0.716921316381854856,0.729419844536436379,0.099396686294240019,0.622333321434349940
0.708564380922384274,0.633828226856896548,0.089505497548812638,0.538613602722802010
0.690218482540301492,0.990573756118595550,0.099998886819345004,0.783711201611768660
0.622928991481366490,0.660216892047575277,0.082549232701871852,0.493817475424030150
0.712732534673340301,0.933965107902393954,0.087076522407680559,0.752743841059413610
0.700566143179619849,0.769428581267196599,0.088350867657126422,0.627386481287653175
0.751253116143288047,0.908684570283417314,0.076320557289863408,0.758972672306605367
0.725603185587467725,0.670327001954300283,0.098798741461454495,0.585190149464791420
0.731909980852826547,0.780962757318951373,0.096426442029307696,0.668020878785392180
0.593056135000514684,0.815912363513527472,0.092835681931121919,0.576717514735589520
0.752301249285871720,0.918981117521430746,0.099672671032369486,0.791023313813868256
0.749138665838368523,0.967363177789817397,0.098818091299619548,0.823507251690247633
0.622973977636278264,0.720973194657489547,0.097680926320665093,0.546828465165576039
0.646147232187214815,0.944712373539863148,0.097017432065756082,0.707440717441552902
0.739579451491235162,0.811613468416000350,0.076247125430224549,0.676499769224228942
0.648329049432317617,0.774011872831680048,0.082719291684624163,0.584533673446915092
0.763341911092576986,0.814058099956420533,0.095485046989216740,0.716889712750342967
0.743346631757558107,0.813169860621922980,0.096705242016849990,0.701172318956919338
0.605000240121523314,0.959648890526007881,0.087033418823783168,0.667621228024371294
0.785432546732252379,0.616919407726746138,0.098155617230159836,0.582704198769530834
0.738364102485363549,0.926055169046573812,0.099421063405033372,0.783186957150038499
0.793982174065327007,0.779312228315053312,0.095647762703275574,0.714407780016556138
0.730306740716461622,0.898909165790224951,0.091234324272305434,0.747713747340718049
0.751865841771265364,0.769788780288550356,0.099618826875790795,0.678396716153517487
0.685110465107241939,0.892624103540165748,0.095191356478107059,0.706737471220444946
0.712956505064966994,0.741845065320707819,0.099611293351835967,0.628514558422579972
0.662907763444388176,0.984897512511536344,0.090276425640060137,0.743172632881023976
0.789871065279992068,0.829744173358000658,0.095343483362666209,0.750734397482816562
0.639141536222129547,0.728947268180406449,0.090437894463467228,0.556338371273216836
0.630940465940764805,0.730173389326310485,0.099693798150654059,0.560389736629743895
0.686087130427726843,0.941526537257214247,0.099959535444527625,0.745928775612883954
0.684840360977348017,0.801413584720888084,0.099761036292221703,0.648601404944625037
0.732567796850445263,0.895431805074264564,0.098404849480288423,0.754369354153359706
0.762224015810366029,0.694861437818248051,0.094161327504614659,0.623801403070204707
0.630076786165587599,0.787039028807187124,0.095994695021591803,0.591889716879309580
0.723230923582885765,0.843957142943122296,0.091381509234191929,0.701757413189319834
0.743557407538061210,0.878836248676040266,0.088728844591717107,0.742194047307748628
0.788925620658594062,0.656367397576090084,0.097304284747448955,0.615129341260231888
0.792200489388178219,0.627858141916371459,0.075948229548884971,0.573337756841386659
0.581501158063115864,0.746168050924553516,0.080087350716170583,0.513984936438496520
0.720542532167683936,0.726599204466388149,0.088242093406066660,0.611787724063302729
0.668921207785116656,0.876239445122214522,0.099848027029579262,0.685983174969691523
0.780669328010993202,0.723075747549172698,0.093386376273569716,0.657869434213829041
0.608712198412125316,0.838515112703520304,0.099051747178896213,0.609466124834446954
0.686951048352670735,0.731385586347718886,0.099430337451550013,0.601856432743148373
0.634336240823698216,0.652381527673813411,0.085161087887566378,0.498990333734994629
0.583781520683016142,0.645813307018362037,0.094076849086628389,0.471090723535135369
0.797788186093410956,0.922328798847130038,0.093684280636563422,0.829507300050529750
0.729181751385198362,0.870071501758113097,0.098919651095737152,0.733359912578067874
0.639877275211217067,0.986536915689879779,0.091952204065404608,0.723214757572323119
0.703870180396859557,0.866013719563287987,0.098019090770951334,0.707580323786118015
0.774977309703587358,0.947467580264084841,0.092092500365452107,0.826358376749880330
0.696074596776971477,0.624719125377212081,0.099996210001560060,0.534847323297365174
0.704779265073733785,0.971471214239851610,0.098618409400648324,0.783291177812898809
0.689528004774392245,0.940198723250047719,0.098170042493623030,0.746463392227659339
0.688915868004012943,0.780521052404378191,0.090050432306393410,0.627763770618961270
0.632114504454401760,0.827656043149766263,0.083635717837370310,0.606809107411675819
0.717465179111193452,0.659093051611549852,0.089367318367208237,0.562243632692631889
0.761379805196132353,0.694142918122841235,0.077390599199539098,0.605896998978182832
0.651206265318113653,0.664616472950814718,0.099880178938019606,0.532682590157216751
0.727390193619350756,0.824749950951838007,0.099740802689985711,0.699655829200393264
0.729209060149480059,0.728435106833526524,0.081840460298032838,0.613021939931994830
0.666883915739082789,0.898458507292400621,0.099106696316890300,0.698274223789137616
0.750603683637396490,0.677608533153734038,0.087135564325359183,0.595751025374684828
0.792012495859513832,0.765424274935572302,0.096382607638389933,0.702608198021571151
0.722504148532986612,0.600826677373506257,0.086092396126130066,0.520192163077778602
0.770791669438462002,0.639541193600473235,0.087293423277787052,0.580246447567762447
0.571662582604397063,0.897727488209856817,0.077543309994902540,0.590740524379907761
0.520202706981006457,0.937153738589075802,0.079234267474097578,0.566744179145505345
0.672878433774507623,0.775516881135534297,0.090582801810453126,0.612411386154622428
0.685854492446166808,0.853192827230694228,0.080886045881545715,0.666052179360563601
0.681781946978548214,0.891940502685229286,0.099419723785396166,0.707528656295156821
0.784022494329466468,0.619908003908302030,0.083528271545169674,0.569550091024157323
0.776734443313132461,0.941320527157674447,0.096463027203231036,0.827619102844271759
0.769976191089017048,0.964976946859665174,0.089901942824891806,0.832911216856605519
0.738436254749298859,0.612540992440111620,0.079565223465081519,0.531887699802976122
0.746806335631716611,0.940303227062160074,0.080881460963638796,0.783105868348608625
0.686453445113388239,0.977800933888223645,0.097856804754337723,0.769071624456997283
0.689167587001978110,0.906796293313246293,0.097871135388767447,0.722805748753795441
0.779223753722731338,0.973244977808552014,0.099728055912671407,0.858103660812447822
0.767835124059725649,0.775296578070359899,0.092363707889511482,0.687663652095247158
0.564822015960711798,0.956133840396355961,0.079050362466565771,0.619095805727492898
0.676400042397340528,0.848914940597822798,0.089358992542126023,0.663565094354229168
0.796151498566557314,0.840820052475738100,0.099569634658289746,0.768989779461659917
0.687589006549946147,0.855539471269533447,0.077395079670004530,0.665654614784489396
0.550783072673154628,0.672841634021410395,0.084457578676382317,0.455047361285120910
0.759311264345690518,0.961289528948728322,0.099538047067878999,0.829456014696211108
0.715550789886184369,0.949394728740017402,0.083639107093243084,0.762979255156942315
0.689958839412357805,0.975359697711478124,0.098848038475755337,0.771806083518354891
0.752719350626262051,0.776664273672562522,0.098474602773164013,0.683084830506592744
0.688055575901966976,0.851152084567827205,0.096130179792654619,0.681770117520130614
0.751305847003059024,0.836972648570133426,0.079748438899869711,0.708570883552247510
0.701630617674660839,0.920128483682999043,0.099864991098773614,0.745455307445325399
0.719744799602007546,0.859999054278339337,0.085627998333744265,0.704607845313223735
0.623218973892930350,0.910263172213368055,0.075591869770924233,0.642885149930263244
0.716252678033249546,0.815248655499845043,0.095434546511400806,0.679358579276170826
0.696338800612123277,0.732576513379666672,0.091809393693947694,0.601930844377355889
0.694911415675715349,0.958438701294417328,0.098057469001601019,0.764087463756498719
0.621108280097245058,0.924199731653674639,0.098486274965475712,0.672514380759224983
0.748138984097858173,0.835976706331185371,0.092068438564108623,0.717495202368195195
0.670986240995370631,0.951923788076354471,0.084392999167699156,0.723120763443126036
0.650004265285752503,0.813768490289114577,0.092826105727680644,0.621779095370752599
