    |          Population Average          |           Best Individual            |
---- -------------------------------------- -------------------------------------- ----------
Gen  Length       Kommenda     Fitness        Length       Kommenda     Fitness        Time Left    Front Size
0    3.792e+01    2.652e+15    2.199e+09      5.000e+00    5.000e+00    1.057e-01      7.81s        0         
1    1.987e+01    3.002e+15    3.471e+04      3.000e+00    4.000e+00    1.020e-01      2.10m        0         
2    4.310e+00    1.352e+03    8.084e+00      5.000e+00    1.000e+01    9.705e-02      53.91s       0         
3    4.188e+00    8.349e+04    1.094e+07      5.000e+00    1.000e+01    9.705e-02      1.90m        0         
4    4.500e+00    9.959e+04    1.700e+01      5.000e+00    1.000e+01    9.705e-02      1.75m        0         
5    5.295e+00    1.861e+05    2.896e+02      5.000e+00    1.000e+01    9.705e-02      1.62m        0         
6    5.192e+00    4.527e+01    1.597e+01      5.000e+00    1.000e+01    9.705e-02      1.58m        0         
7    6.110e+00    2.598e+01    7.813e+00      1.300e+01    7.100e+01    8.830e-02      1.52m        0         
8    7.683e+00    1.902e+02    1.347e+02      1.500e+01    1.190e+02    7.842e-02      1.21m        0         
9    1.041e+01    3.331e+11    2.595e+01      1.900e+01    1.750e+02    7.450e-02      1.31m        0         
10   1.323e+01    4.055e+03    1.786e+01      1.700e+01    2.400e+02    6.100e-02      57.73s       0         
11   1.627e+01    2.313e+03    6.438e+00      1.900e+01    1.550e+02    5.277e-02      39.81s       0         
12   1.663e+01    7.715e+06    3.749e+01      2.500e+01    1.750e+02    3.547e-02      39.28s       0         
13   2.228e+01    6.081e+03    7.897e-01      2.500e+01    8.500e+01    2.553e-02      41.13s       0         
14   2.283e+01    1.827e+03    5.938e+00      3.300e+01    1.530e+02    2.380e-02      36.72s       0         
15   2.570e+01    3.260e+02    5.413e+01      3.100e+01    1.370e+02    2.080e-02      39.82s       0         
16   2.771e+01    2.802e+02    9.381e-01      3.900e+01    3.010e+02    1.904e-02      33.01s       0         
17   2.934e+01    8.288e+02    1.587e+04      3.700e+01    2.210e+02    1.818e-02      32.12s       0         
18   3.338e+01    1.830e+03    2.117e+01      3.700e+01    2.210e+02    1.818e-02      28.50s       0         
19   3.408e+01    5.396e+02    2.866e+00      4.300e+01    5.410e+02    1.798e-02      22.98s       0         
20   3.526e+01    2.673e+07    4.709e+00      3.500e+01    1.650e+02    1.785e-02      18.57s       0         
21   3.609e+01    1.595e+03    5.808e+01      3.500e+01    1.650e+02    1.785e-02      13.94s       0         
22   3.630e+01    9.918e+02    4.573e+01      3.300e+01    1.610e+02    1.785e-02      9.92s        0         
23   3.482e+01    4.145e+03    1.764e+01      8.900e+01    4.513e+03    1.772e-02      4.58s        0         
24   3.485e+01    2.747e+03    1.066e+02      9.700e+01    5.921e+03    1.772e-02      0.00s        0         
25   3.534e+01    9.720e+03    1.405e+05      3.500e+01    2.330e+02    1.757e-02      1.92m        0         
26   3.536e+01    2.012e+04    6.278e-01      5.500e+01    1.833e+03    1.754e-02      1.88m        0         
27   3.708e+01    3.106e+03    9.578e-01      5.500e+01    1.833e+03    1.754e-02      1.62m        0         
28   3.985e+01    7.230e+09    1.983e+05      4.700e+01    7.290e+02    1.659e-02      1.69m        0         
29   4.158e+01    1.004e+04    1.000e+02      4.700e+01    7.290e+02    1.659e-02      1.41m        0         
30   4.268e+01    8.284e+03    2.511e+00      4.900e+01    3.570e+02    1.604e-02      1.44m        0         
31   4.264e+01    4.285e+06    3.762e+01      4.900e+01    3.570e+02    1.604e-02      1.29m        0         
32   4.288e+01    1.231e+04    9.730e+01      4.900e+01    3.570e+02    1.604e-02      1.20m        0         
33   4.358e+01    4.336e+03    5.551e+00      4.900e+01    3.570e+02    1.604e-02      1.25m        0         
34   4.382e+01    1.992e+03    3.943e+02      5.900e+01    5.090e+02    1.570e-02      1.01m        0         
35   4.435e+01    2.955e+03    1.381e+00      6.300e+01    7.010e+02    1.552e-02      58.41s       0         
36   4.491e+01    2.969e+04    2.874e+00      3.700e+01    1.850e+02    1.373e-02      51.02s       0         
37   4.519e+01    9.147e+03    3.014e-01      3.100e+01    8.100e+01    1.302e-02      45.14s       0         
38   3.805e+01    2.705e+04    6.217e+04      3.300e+01    1.410e+02    1.254e-02      41.33s       0         
39   3.565e+01    9.903e+03    1.236e+01      4.500e+01    2.230e+02    1.238e-02      46.38s       0         
40   3.726e+01    1.103e+04    1.393e+01      4.700e+01    3.810e+02    1.185e-02      37.92s       0         
41   3.698e+01    1.403e+04    1.352e+00      6.700e+01    1.377e+03    1.159e-02      35.32s       0         
42   3.671e+01    2.113e+03    1.098e+04      6.100e+01    1.303e+03    1.146e-02      32.84s       0         
43   3.934e+01    8.553e+02    5.817e-01      7.900e+01    1.560e+04    1.152e-02      31.56s       0         
44   3.876e+01    2.215e+05    6.973e-01      7.500e+01    1.351e+03    1.151e-02      24.93s       0         
45   4.104e+01    3.697e+03    3.990e+00      5.100e+01    7.470e+02    1.163e-02      20.35s       0         
46   4.063e+01    4.382e+06    7.623e-01      8.700e+01    4.111e+03    1.124e-02      14.27s       0         
47   4.055e+01    5.130e+12    9.964e+01      4.100e+01    2.430e+02    1.136e-02      9.74s        0         
48   4.251e+01    1.965e+03    3.167e+01      5.300e+01    5.390e+02    1.108e-02      5.53s        0         
49   4.085e+01    1.064e+03    1.921e+00      9.300e+01    1.410e+04    1.103e-02      0.00s        0         
50   4.377e+01    4.074e+03    5.221e-01      5.300e+01    6.630e+02    1.107e-02      1.99m        0         
51   4.258e+01    3.157e+05    1.821e+01      8.100e+01    4.599e+03    1.106e-02      1.88m        0         
52   4.124e+01    1.241e+04    1.034e+03      5.500e+01    8.311e+03    1.124e-02      2.03m        0         
53   4.196e+01    3.895e+03    3.059e+01      4.900e+01    3.750e+02    1.095e-02      1.71m        0         
54   4.116e+01    2.048e+03    6.075e-01      6.900e+01    1.773e+03    1.128e-02      1.68m        0         
55   4.120e+01    8.047e+03    4.422e+00      6.500e+01    1.917e+03    1.116e-02      1.63m        0         
56   4.227e+01    5.808e+03    7.943e-01      7.300e+01    2.037e+03    1.107e-02      1.48m        0         
57   4.360e+01    1.953e+07    7.836e+01      8.100e+01    2.853e+03    1.115e-02      1.45m        0         
58   4.169e+01    1.874e+03    4.041e+02      4.100e+01    1.730e+02    1.076e-02      1.25m        0         
59   4.079e+01    1.058e+03    3.475e+00      4.100e+01    1.730e+02    1.076e-02      1.20m        0         
60   4.225e+01    1.266e+03    2.405e+01      4.100e+01    1.730e+02    1.076e-02      1.20m        0         
61   4.163e+01    6.515e+04    2.556e+02      4.100e+01    1.730e+02    1.076e-02      1.10m        0         
62   4.406e+01    1.476e+03    2.831e+02      4.300e+01    1.850e+02    1.063e-02      1.04m        0         
